0	0	1.0199479
0	1000000	1.4874625
1000000	1000000	0.95498544
0	2000000	1.4877869
1000000	2000000	0.97190076
2000000	2000000	0.91927224
0	3000000	1.7994518
1000000	3000000	1.3743418
2000000	3000000	1.279835
3000000	3000000	0.9273438
0	4000000	1.7903866
1000000	4000000	2.1283197
2000000	4000000	1.5539982
3000000	4000000	0.5621229
4000000	4000000	0.9944286
0	5000000	1.9898099
1000000	5000000	2.4654756
2000000	5000000	2.052519
3000000	5000000	1.2164038
4000000	5000000	1.367437
5000000	5000000	0.9582297
0	6000000	1.9430909
1000000	6000000	1.8505664
2000000	6000000	2.034056
3000000	6000000	2.282164
4000000	6000000	2.221035
5000000	6000000	1.2573225
6000000	6000000	0.97034276
0	7000000	1.4939828
1000000	7000000	1.2237905
2000000	7000000	1.3677261
3000000	7000000	1.7998633
4000000	7000000	1.0285759
5000000	7000000	0.7414492
6000000	7000000	0.5778651
7000000	7000000	0.9621978
0	8000000	1.0181391
1000000	8000000	0.6843515
2000000	8000000	0.8147425
3000000	8000000	1.3610737
4000000	8000000	0.5332069
5000000	8000000	0.46041703
6000000	8000000	0.6372312
7000000	8000000	1.9541317
8000000	8000000	1.1469659
0	9000000	1.0705129
1000000	9000000	0.75135
2000000	9000000	0.8794555
3000000	9000000	1.4140102
4000000	9000000	0.5444305
5000000	9000000	0.5251236
6000000	9000000	0.73937
7000000	9000000	1.5820252
8000000	9000000	0.7472827
9000000	9000000	1.1029252
0	10000000	1.0017512
1000000	10000000	0.6718116
2000000	10000000	0.75792944
3000000	10000000	1.2558583
4000000	10000000	0.4273484
5000000	10000000	0.4410874
6000000	10000000	0.61317384
7000000	10000000	0.9386871
8000000	10000000	0.726709
9000000	10000000	1.2842474
10000000	10000000	1.1407791
0	11000000	1.3448751
1000000	11000000	1.0278413
2000000	11000000	1.1459451
3000000	11000000	1.4630159
4000000	11000000	0.73940235
5000000	11000000	0.77024704
6000000	11000000	0.9909713
7000000	11000000	1.1444796
8000000	11000000	0.8227216
9000000	11000000	0.9311749
10000000	11000000	0.8678954
11000000	11000000	1.0174232
0	12000000	1.3883901
1000000	12000000	1.1673152
2000000	12000000	1.2402711
3000000	12000000	1.4150879
4000000	12000000	1.10055
5000000	12000000	1.0827999
6000000	12000000	1.410922
7000000	12000000	1.2523804
8000000	12000000	0.8347651
9000000	12000000	0.7203186
10000000	12000000	0.60204345
11000000	12000000	1.0458632
12000000	12000000	1.047222
0	13000000	1.1988904
1000000	13000000	1.0340035
2000000	13000000	1.0304629
3000000	13000000	1.0725691
4000000	13000000	1.2428967
5000000	13000000	1.0854425
6000000	13000000	1.1782416
7000000	13000000	1.091958
8000000	13000000	0.73880494
9000000	13000000	0.5982424
10000000	13000000	0.49082285
11000000	13000000	1.158014
12000000	13000000	0.765843
13000000	13000000	0.9984738
0	14000000	1.3607798
1000000	14000000	1.3035258
2000000	14000000	1.2565459
3000000	14000000	1.0835503
4000000	14000000	1.6230254
5000000	14000000	1.4189986
6000000	14000000	1.3153518
7000000	14000000	1.1667079
8000000	14000000	0.750015
9000000	14000000	0.6385158
10000000	14000000	0.54696965
11000000	14000000	1.0802857
12000000	14000000	1.1196301
13000000	14000000	1.9515814
14000000	14000000	1.0296508
0	15000000	2.012105
1000000	15000000	1.7379655
2000000	15000000	1.840086
3000000	15000000	2.0501378
4000000	15000000	1.6448324
5000000	15000000	1.5988846
6000000	15000000	1.7985394
7000000	15000000	1.4523704
8000000	15000000	0.9659118
9000000	15000000	1.0448782
10000000	15000000	1.1167537
11000000	15000000	2.0620584
12000000	15000000	2.0976937
13000000	15000000	1.9672464
14000000	15000000	0.92859477
15000000	15000000	0.87449384
0	16000000	2.527509
1000000	16000000	2.6555126
2000000	16000000	2.8426585
3000000	16000000	2.2914288
4000000	16000000	2.4528494
5000000	16000000	2.2546353
6000000	16000000	2.0863397
7000000	16000000	1.5123184
8000000	16000000	0.8466298
9000000	16000000	0.8570083
10000000	16000000	0.88149697
11000000	16000000	1.5353162
12000000	16000000	1.6554996
13000000	16000000	1.0472845
14000000	16000000	0.7819406
15000000	16000000	0.9682667
16000000	16000000	0.9079277
0	17000000	2.0411491
1000000	17000000	1.8785657
2000000	17000000	2.0118682
3000000	17000000	1.9342104
4000000	17000000	2.1132777
5000000	17000000	1.8275163
6000000	17000000	1.7678493
7000000	17000000	1.2242368
8000000	17000000	0.83329463
9000000	17000000	0.84226406
10000000	17000000	0.7955553
11000000	17000000	1.1684054
12000000	17000000	1.2674121
13000000	17000000	0.8877207
14000000	17000000	0.76708305
15000000	17000000	0.94797283
16000000	17000000	0.8854859
17000000	17000000	0.93224424
0	18000000	2.161717
1000000	18000000	2.0545235
2000000	18000000	2.274744
3000000	18000000	1.8334357
4000000	18000000	2.118504
5000000	18000000	1.9398333
6000000	18000000	1.7253861
7000000	18000000	1.1111326
8000000	18000000	0.649956
9000000	18000000	0.6940258
10000000	18000000	0.66419995
11000000	18000000	0.98534334
12000000	18000000	1.0925013
13000000	18000000	0.71460223
14000000	18000000	0.67462075
15000000	18000000	0.94509965
16000000	18000000	1.1200947
17000000	18000000	1.0581828
18000000	18000000	0.8720604
0	19000000	2.2407494
1000000	19000000	2.175601
2000000	19000000	2.3006573
3000000	19000000	1.820313
4000000	19000000	2.0823708
5000000	19000000	1.9433694
6000000	19000000	1.6699127
7000000	19000000	1.1440823
8000000	19000000	0.68773174
9000000	19000000	0.7058791
10000000	19000000	0.70031023
11000000	19000000	0.9959166
12000000	19000000	1.1274664
13000000	19000000	0.72857684
14000000	19000000	0.7237152
15000000	19000000	1.0116034
16000000	19000000	1.2486398
17000000	19000000	1.0257251
18000000	19000000	1.1902949
19000000	19000000	0.95776427
0	20000000	1.7918742
1000000	20000000	1.1417776
2000000	20000000	1.2968824
3000000	20000000	2.3175547
4000000	20000000	0.8609915
5000000	20000000	0.83064383
6000000	20000000	1.3426775
7000000	20000000	1.4201517
8000000	20000000	1.3754654
9000000	20000000	1.4273907
10000000	20000000	1.3983335
11000000	20000000	1.4900185
12000000	20000000	1.3038335
13000000	20000000	0.7734962
14000000	20000000	0.62118226
15000000	20000000	1.1351466
16000000	20000000	0.97502553
17000000	20000000	1.1341163
18000000	20000000	1.2194968
19000000	20000000	0.7627543
20000000	20000000	1.0338372
0	21000000	2.6176357
1000000	21000000	2.6874046
2000000	21000000	2.7402563
3000000	21000000	1.969714
4000000	21000000	2.4757931
5000000	21000000	2.221852
6000000	21000000	1.8597008
7000000	21000000	1.1140712
8000000	21000000	0.664581
9000000	21000000	0.6706713
10000000	21000000	0.6132559
11000000	21000000	0.92344385
12000000	21000000	1.1580758
13000000	21000000	0.8569732
14000000	21000000	0.9221638
15000000	21000000	1.2714378
16000000	21000000	1.6888344
17000000	21000000	1.4853976
18000000	21000000	1.718702
19000000	21000000	1.3338383
20000000	21000000	0.8335591
21000000	21000000	0.89869934
0	22000000	2.6509776
1000000	22000000	3.0664816
2000000	22000000	3.0101783
3000000	22000000	1.8060783
4000000	22000000	3.1670828
5000000	22000000	2.7572312
6000000	22000000	1.9574771
7000000	22000000	1.0199682
8000000	22000000	0.5635887
9000000	22000000	0.5610319
10000000	22000000	0.51376194
11000000	22000000	0.800894
12000000	22000000	1.1456081
13000000	22000000	1.0164356
14000000	22000000	1.1475992
15000000	22000000	1.2791054
16000000	22000000	1.8396025
17000000	22000000	1.6602173
18000000	22000000	1.7919356
19000000	22000000	1.4882144
20000000	22000000	0.5908659
21000000	22000000	1.0879228
22000000	22000000	0.96484274
0	23000000	2.5096836
1000000	23000000	2.2806833
2000000	23000000	2.5906565
3000000	23000000	2.5294423
4000000	23000000	1.6473738
5000000	23000000	1.6654751
6000000	23000000	1.8630205
7000000	23000000	1.6712004
8000000	23000000	1.2090385
9000000	23000000	1.3763882
10000000	23000000	1.3928106
11000000	23000000	1.703996
12000000	23000000	1.4788035
13000000	23000000	0.85903335
14000000	23000000	0.8644424
15000000	23000000	1.6611912
16000000	23000000	1.9669313
17000000	23000000	1.5878704
18000000	23000000	1.6407716
19000000	23000000	1.4876196
20000000	23000000	1.3708072
21000000	23000000	1.3127083
22000000	23000000	0.71884847
23000000	23000000	0.9170709
0	24000000	0.7392739
1000000	24000000	0.3961381
2000000	24000000	0.46456298
3000000	24000000	1.1079
4000000	24000000	0.2850351
5000000	24000000	0.3094704
6000000	24000000	0.5394616
7000000	24000000	1.0252906
8000000	24000000	1.3585672
9000000	24000000	1.8310407
10000000	24000000	1.7793306
11000000	24000000	1.2360044
12000000	24000000	0.88234085
13000000	24000000	0.6816659
14000000	24000000	0.5395718
15000000	24000000	0.706668
16000000	24000000	0.45355186
17000000	24000000	0.5442573
18000000	24000000	0.35488078
19000000	24000000	0.34691438
20000000	24000000	1.0462917
21000000	24000000	0.32147953
22000000	24000000	0.20537157
23000000	24000000	0.54116356
24000000	24000000	1.255302
0	25000000	0.5460419
1000000	25000000	0.350716
2000000	25000000	0.35458604
3000000	25000000	0.68419755
4000000	25000000	0.23316519
5000000	25000000	0.24174674
6000000	25000000	0.40752766
7000000	25000000	0.7788118
8000000	25000000	1.1108707
9000000	25000000	1.6771063
10000000	25000000	1.7613802
11000000	25000000	1.1049186
12000000	25000000	0.71481764
13000000	25000000	0.49332368
14000000	25000000	0.4155242
15000000	25000000	0.507967
16000000	25000000	0.37726334
17000000	25000000	0.40841067
18000000	25000000	0.30897757
19000000	25000000	0.3013467
20000000	25000000	0.70304304
21000000	25000000	0.25692537
22000000	25000000	0.20908532
23000000	25000000	0.44875708
24000000	25000000	1.4702027
25000000	25000000	1.2770784
0	26000000	0.6522113
1000000	26000000	0.44709316
2000000	26000000	0.45363888
3000000	26000000	0.637014
4000000	26000000	0.29850677
5000000	26000000	0.29554975
6000000	26000000	0.4231737
7000000	26000000	0.7095176
8000000	26000000	0.8276933
9000000	26000000	1.628758
10000000	26000000	2.0279741
11000000	26000000	1.2417625
12000000	26000000	0.70292854
13000000	26000000	0.44077477
14000000	26000000	0.39358458
15000000	26000000	0.54010284
16000000	26000000	0.44771507
17000000	26000000	0.43248206
18000000	26000000	0.38247833
19000000	26000000	0.39980274
20000000	26000000	0.64637816
21000000	26000000	0.35088018
22000000	26000000	0.30108905
23000000	26000000	0.6118092
24000000	26000000	0.956067
25000000	26000000	0.97289217
26000000	26000000	1.2676483
0	27000000	0.59935665
1000000	27000000	0.36601338
2000000	27000000	0.37728286
3000000	27000000	0.6444777
4000000	27000000	0.24177508
5000000	27000000	0.25842214
6000000	27000000	0.36112064
7000000	27000000	0.59926265
8000000	27000000	0.7612149
9000000	27000000	1.4895918
